P1 P2 P3 P4 P5 $x1$ $x2$ 
19 50 25 0 0 5558.0 21.937999999994645 
19 50 25 1 0 5558.0 22.20300000000134 
19 50 25 2 0 5558.0 22.875 
19 50 25 3 0 5292.0 23.25 
19 50 25 4 0 5292.0 24.764999999999418 
19 50 25 5 0 5292.0 23.859000000004016 
19 50 25 6 0 5015.0 25.56300000000192 
19 50 25 7 0 5015.0 25.95300000000134 
19 50 25 8 0 5015.0 26.514999999999418 
19 50 25 9 0 5015.0 27.54699999999866 
19 50 25 10 0 5015.0 29.06199999999808 
19 50 25 11 0 5015.0 29.125 
19 50 25 12 0 5015.0 30.18800000000192 
19 50 25 13 0 5015.0 30.672000000005937 
