P1 P2 P3 P4 P5 $x1$ $x2$ 
5 50 25 20 5 32.0 0.07800000000133878 
6 50 25 20 5 42.0 0.25 
7 50 25 20 5 79.0 0.40600000000267755 
8 50 25 20 5 84.0 0.4680000000007567 
9 50 25 20 5 84.0 0.8440000000045984 
10 50 25 20 5 84.0 2.4680000000007567 
11 50 25 20 5 108.0 155.29699999999866 
12 50 25 20 5 120.0 58.76600000000326 
