P1 P2 P3 P4 P5 $x1$ $x2$ 
19 50 25 0 0 1886.0 7.827999999994063 
19 50 25 1 1 1886.0 7.5939999999973224 
19 50 25 2 2 1886.0 8.562000000005355 
19 50 25 3 3 1886.0 9.578000000008615 
19 50 25 4 4 1886.0 10.718999999997322 
19 50 25 5 5 1886.0 11.875 
19 50 25 6 6 1886.0 12.437999999994645 
19 50 25 7 7 1886.0 14.327999999994063 
19 50 25 8 8 1886.0 14.35899999999674 
19 50 25 9 9 1886.0 15.438000000009197 
19 50 25 10 10 1886.0 16.218000000008033 
19 50 25 11 11 1886.0 16.875 
19 50 25 12 12 1852.0 18.469000000011874 
19 50 25 13 13 1852.0 19.546999999991385 
19 50 25 14 14 1824.0 20.51600000000326 
19 50 25 15 15 1824.0 20.437999999994645 
19 50 25 16 16 1824.0 21.343000000008033 
19 50 25 17 17 1824.0 22.468000000008033 
19 50 25 18 18 1824.0 22.953000000008615 
19 50 25 19 19 1824.0 23.921999999991385 
19 50 25 20 20 1824.0 24.952999999994063 
19 50 25 21 21 1824.0 25.5 
