P1 P2 P3 P4 P5 $x1$ $x2$ 
20 50 25 0 0 5763.0 1.2810000000026776 
20 50 25 1 0 5763.0 1.2970000000059372 
20 50 25 2 0 5763.0 1.3280000000086147 
20 50 25 3 0 5763.0 1.625 
20 50 25 4 0 5763.0 1.5 
20 50 25 5 0 5763.0 1.610000000000582 
20 50 25 6 0 5763.0 1.6409999999887077 
20 50 25 7 0 5763.0 1.3279999999940628 
20 50 25 8 0 5763.0 1.2339999999967404 
20 50 25 9 0 5763.0 1.625 
20 50 25 10 0 5763.0 1.6560000000026776 
20 50 25 11 0 5763.0 5.2189999999973224 
20 50 25 12 0 5763.0 1.8439999999973224 
20 50 25 13 0 5763.0 1.8439999999973224 
20 50 25 14 0 5763.0 1.8130000000091968 
20 50 25 15 0 5763.0 1.875 
20 50 25 16 0 5763.0 1.8589999999967404 
20 50 25 17 0 5763.0 1.937999999994645 
20 50 25 18 0 5763.0 1.9219999999913853 
20 50 25 19 0 5763.0 2.125 
20 50 25 20 0 5763.0 2.2030000000086147 
20 50 25 21 0 5763.0 2.2340000000112923 
20 50 25 22 0 5763.0 2.3589999999967404 
20 50 25 23 0 5763.0 2.375 
20 50 25 24 0 5763.0 2.3910000000032596 
20 50 25 25 0 5763.0 2.375 
20 50 25 26 0 5763.0 2.389999999999418 
20 50 25 27 0 5763.0 2.4680000000080327 
20 50 25 28 0 5763.0 2.4689999999973224 
20 50 25 29 0 5763.0 2.4219999999913853 
20 50 25 30 0 5763.0 2.735000000000582 
20 50 25 31 0 5763.0 2.875 
20 50 25 32 0 5763.0 2.8439999999973224 
20 50 25 33 0 5763.0 3.797000000005937 
20 50 25 34 0 5763.0 3.6410000000032596 
20 50 25 35 0 5763.0 5.5310000000026776 
20 50 25 36 0 5763.0 5.813000000009197 
20 50 25 37 0 5763.0 8.327999999994063 
20 50 25 38 0 5763.0 10.75 
20 50 25 39 0 5763.0 10.125 
20 50 25 40 0 5763.0 10.093999999997322 
20 50 25 41 0 5763.0 10.14100000000326 
20 50 25 42 0 5763.0 10.203000000008615 
20 50 25 43 0 5763.0 10.21799999999348 
20 50 25 44 0 5763.0 10.328999999997905 
20 50 25 45 0 5763.0 10.453000000008615 
20 50 25 46 0 5763.0 10.453000000008615 
20 50 25 47 0 5763.0 10.547000000005937 
20 50 25 48 0 5763.0 10.718000000008033 
20 50 25 49 0 5763.0 10.764999999999418 
20 50 25 50 0 5763.0 12.01600000000326 
20 50 25 51 0 5763.0 11.85899999999674 
20 50 25 52 0 5763.0 11.796999999991385 
20 50 25 53 0 5763.0 11.921999999991385 
20 50 25 54 0 5763.0 11.875 
20 50 25 55 0 5763.0 14.514999999999418 
20 50 25 56 0 5763.0 14.453000000008615 
20 50 25 57 0 5763.0 14.64100000000326 
