P1 $x1$ $x2$ 
0 3166.0 0.5630000000019209 
1 3166.0 0.5780000000013388 
2 3166.0 0.5619999999980791 
3 3166.0 0.5790000000015425 
4 3166.0 0.5619999999980791 
5 3166.0 0.5779999999977008 
6 3166.0 0.5780000000013388 
7 3166.0 0.5940000000009604 
8 2849.0 0.6089999999967404 
9 2846.0 0.6090000000003783 
10 2846.0 0.6090000000003783 
11 2846.0 0.6399999999994179 
12 2846.0 0.6410000000032596 
13 2846.0 0.6100000000005821 
14 2846.0 0.6409999999996217 
15 2846.0 0.6559999999990396 
16 2846.0 0.625 
17 2846.0 0.6410000000032596 
18 2846.0 0.6399999999994179 
19 2846.0 0.625 
20 2846.0 0.6559999999990396 
21 2572.0 0.6870000000017171 
22 2572.0 0.6870000000017171 
23 2572.0 0.6719999999986612 
24 2572.0 0.7340000000003783 
25 2572.0 0.6880000000019209 
26 2572.0 0.5780000000013388 
27 2572.0 0.5940000000009604 
28 2572.0 0.7030000000013388 
29 2572.0 0.7190000000009604 
30 2572.0 0.5929999999971187 
31 2572.0 0.6090000000003783 
32 2572.0 0.6089999999967404 
33 2572.0 0.6089999999967404 
34 2572.0 0.6399999999994179 
35 2572.0 0.6409999999996217 
36 2572.0 0.6409999999996217 
37 2300.0 1.125 
38 2300.0 1.0470000000022992 
39 2300.0 1.0470000000022992 
40 2300.0 1.0309999999990396 
41 2300.0 1.0620000000017171 
42 2300.0 0.8590000000003783 
43 2300.0 1.0620000000017171 
44 2300.0 0.8600000000005821 
45 2300.0 0.8590000000003783 
46 2300.0 0.9070000000028813 
47 2300.0 1.0 
48 2300.0 0.9840000000003783 
49 2300.0 0.9840000000003783 
50 2300.0 0.875 
51 2300.0 1.0 
52 2300.0 0.8590000000003783 
53 2300.0 0.9379999999982829 
54 2300.0 0.9529999999977008 
55 2300.0 0.9060000000026776 
56 2300.0 0.9060000000026776 
57 2300.0 0.9220000000022992 
58 2300.0 0.9380000000019209 
59 2300.0 1.0469999999986612 
60 2300.0 0.9219999999986612 
61 2300.0 0.9840000000003783 
62 2300.0 1.0 
63 2300.0 1.0 
64 2300.0 1.1090000000003783 
65 2300.0 1.0310000000026776 
66 2300.0 0.9839999999967404 
67 2300.0 1.0459999999984575 
68 2300.0 1.2030000000013388 
