P1 P2 P3 P4 P5 $x1$ $x2$ 
5 50 25 0 10 1481.0 0.01600000000325963 
6 50 25 0 10 1912.0 0.030999999988125637 
7 50 25 0 10 1916.0 0.046000000002095476 
8 50 25 0 10 2303.0 0.04700000000593718 
9 50 25 0 10 2863.0 0.07800000000861473 
10 50 25 0 10 2973.0 0.125 
11 50 25 0 10 3139.0 0.13999999999941792 
12 50 25 0 10 3572.0 0.20299999999406282 
13 50 25 0 10 3843.0 0.34300000000803266 
14 50 25 0 10 4327.0 0.34399999999732245 
15 50 25 0 10 4623.0 0.4529999999940628 
16 50 25 0 10 4818.0 0.9839999999967404 
17 50 25 0 10 5354.0 0.7960000000020955 
18 50 25 0 10 5247.0 1.125 
19 50 25 0 10 5460.0 1.2970000000059372 
20 50 25 0 10 5872.0 2.2339999999967404 
21 50 25 0 10 6415.0 1.875 
22 50 25 0 10 6630.0 2.9689999999973224 
