P1 P2 P3 P4 P5 $x1$ $x2$ 
5 50 25 0 10 1547.0 0.031000000002677552 
6 50 25 0 10 1751.0 0.030999999988125637 
7 50 25 0 10 2163.0 0.125 
8 50 25 0 10 2403.0 0.1880000000091968 
9 50 25 0 10 2692.0 0.3130000000091968 
10 50 25 0 10 2885.0 0.5779999999940628 
11 50 25 0 10 2983.0 0.7819999999919673 
12 50 25 0 10 3401.0 1.3279999999940628 
13 50 25 0 10 3523.0 2.1569999999919673 
14 50 25 0 10 3431.0 4.9060000000026776 
15 50 25 0 10 3721.0 4.5 
16 50 25 0 10 4378.0 9.422000000005937 
17 50 25 0 10 4746.0 15.702999999994063 
18 50 25 0 10 4817.0 18.811999999990803 
19 50 25 0 10 4905.0 29.656999999991967 
20 50 25 0 10 5351.0 48.421999999991385 
21 50 25 0 10 6171.0 69.20299999999406 
22 50 25 0 10 5519.0 81.10899999999674 
