P1 P2 P3 P4 P5 $x1$ $x2$ 
5 50 25 0 10 1435.0 0.031000000002677552 
6 50 25 0 10 2029.0 0.10899999999674037 
7 50 25 0 10 1850.0 0.09399999999732245 
8 50 25 0 10 2560.0 0.1879999999946449 
9 50 25 0 10 2716.0 0.5 
10 50 25 0 10 2487.0 0.6089999999967404 
11 50 25 0 10 2994.0 1.0160000000032596 
12 50 25 0 10 3339.0 1.514999999999418 
13 50 25 0 10 3386.0 2.110000000000582 
14 50 25 0 10 3778.0 3.875 
15 50 25 0 10 4179.0 5.859000000011292 
16 50 25 0 10 5109.0 12.046999999991385 
17 50 25 0 10 4293.0 15.75 
18 50 25 0 10 5361.0 17.468000000008033 
19 50 25 0 10 4363.0 37.95299999999406 
20 50 25 0 10 5933.0 46.78200000000652 
21 50 25 0 10 6008.0 66.53100000000268 
22 50 25 0 10 6451.0 73.59399999999732 
