P1 P2 P3 P4 P5 $x1$ $x2$ 
5 50 25 0 10 1381.0 0.03199999999196734 
6 50 25 0 10 1828.0 0.09299999999348074 
7 50 25 0 10 1859.0 0.14100000000325963 
8 50 25 0 10 2192.0 0.17100000000209548 
9 50 25 0 10 2678.0 0.2970000000059372 
10 50 25 0 10 2661.0 0.6560000000026776 
11 50 25 0 10 3179.0 0.7969999999913853 
12 50 25 0 10 3705.0 1.5469999999913853 
13 50 25 0 10 3598.0 2.187000000005355 
14 50 25 0 10 3431.0 3.264999999999418 
15 50 25 0 10 3908.0 4.437000000005355 
16 50 25 0 10 4124.0 16.25 
17 50 25 0 10 4253.0 11.60899999999674 
18 50 25 0 10 4625.0 18.75 
19 50 25 0 10 4907.0 32.17200000000594 
20 50 25 0 10 5086.0 45.32799999999406 
21 50 25 0 10 5094.0 57.703000000008615 
22 50 25 0 10 5550.0 74.06299999999464 
23 50 25 0 10 5933.0 90.0619999999908 
24 50 25 0 10 6121.0 132.96899999999732 
25 50 25 0 10 7028.0 198.9539999999979 
26 50 25 0 10 6479.0 722.7189999999973 
