P1 P2 P3 P4 P5 $x1$ $x2$ 
5 50 25 0 10 1327.0 0.030999999988125637 
6 50 25 0 10 1783.0 0.0629999999946449 
7 50 25 0 10 2215.0 0.10899999999674037 
8 50 25 0 10 2373.0 0.21899999999732245 
9 50 25 0 10 2712.0 0.3600000000005821 
10 50 25 0 10 3061.0 0.625 
11 50 25 0 10 3333.0 0.7810000000026776 
12 50 25 0 10 2768.0 1.7969999999913853 
13 50 25 0 10 2631.0 11.452999999994063 
14 50 25 0 10 3857.0 5.2189999999973224 
15 50 25 0 10 4237.0 6.3439999999973224 
16 50 25 0 10 3855.0 12.906999999991967 
17 50 25 0 10 4491.0 16.235000000000582 
18 50 25 0 10 4374.0 24.094000000011874 
19 50 25 0 10 5699.0 34.0 
20 50 25 0 10 5755.0 47.421999999991385 
21 50 25 0 10 5779.0 62.15600000000268 
22 50 25 0 10 5215.0 383.125 
23 50 25 0 10 6177.0 385.2809999999881 
24 50 25 0 10 6054.0 144.125 
25 50 25 0 10 5933.0 273.7810000000027 
26 50 25 0 10 6393.0 414.82799999999406 
27 50 25 0 10 6455.000000000005 453.5460000000021 
28 50 25 0 10 7143.0 15700.171999999991 
